,id,Recipient (video or comment),comment
44,UgzBgSS2frZCJOLFesd4AaABAg,LzTYJjG_2Ic,Ajajaja yo fui estudiante de sociales tambien me tomaron sobre. Esto en el examen
45,Ugw1JEPg4mNDgAMMaRB4AaABAg,LzTYJjG_2Ic,"Nunca pude entender quién fue el primero en gobernar Roma, si Rómulo y Remo, Eneas o Ascamio"
46,Ugw1JEPg4mNDgAMMaRB4AaABAg.9PvVjUVg8jO9V2nmXb3ze9,Ugw1JEPg4mNDgAMMaRB4AaABAg,Creo q llegó tarde pero fue Rómulo
47,Ugysm7GTXxY0M8Vr5y14AaABAg,LzTYJjG_2Ic,"Cual es el escenario ,personaje principal y secundario, el argumento ,el tema, trama, mensaje ,argumento y episodios"
48,Ugysm7GTXxY0M8Vr5y14AaABAg.9OQfGSgEmYY9OV60Hcgjl5,Ugysm7GTXxY0M8Vr5y14AaABAg,x2 AYUDENME CON LA TAREA NO ENTENDI EL VIDEO XD
49,Ugx5jDcUHChpxDyJ2v94AaABAg,LzTYJjG_2Ic,Hestia!!!
50,UgzfjdglRIx4RuSRHt14AaABAg,LzTYJjG_2Ic,eso es green scret
51,Ugw3TLxxkvVc9OuJ4KF4AaABAg,LzTYJjG_2Ic,weee tareaaaa
52,Ugxd_ZnbEhYrZsw5hOd4AaABAg,LzTYJjG_2Ic,Contexto? xd
53,Ugxl0LfERpEQEv7YfiF4AaABAg,LzTYJjG_2Ic,"Recién me entero que Ares (Dios Marte)  violo a Silvia y que el es el padre de Rómulo Y remo, quedé en shock"
54,UgzFCI8kfq0AdtzCG994AaABAg,LzTYJjG_2Ic,Todos por voluntad propia yo tengo un examen mañana de historia y me aprendo esto el último día XD jsjsjjs
55,UgwNB4EPO5v99H8CMtB4AaABAg,LzTYJjG_2Ic,"Fascinante, es una de las mejores historias de la vida, es maravilloso ver como una loba protegió a esos bebes mucho antes que ese tío, aunque fue lamentable como por una ciudad se pelearon, y termino con el asesinato de Remo, yo creo que es cierta, salvo la parte del dios Marte."
56,UgywsuFXXv7zL95AnLd4AaABAg,LzTYJjG_2Ic,Pues no jajajajja
57,Ugwn4oJza3yf0tt7YzZ4AaABAg,LzTYJjG_2Ic,Me encanta que en el escudo de AS Roma pongan un guiño a esta historia emoji_smiling_face_with_sunglasses 
58,UgwC8ftDqU12FX07QBF4AaABAg,LzTYJjG_2Ic,me encantan estos tipos de videos. La historia de Roma es muy curiosa
59,UgwL8tRLrp4RPXX3cKh4AaABAg,LzTYJjG_2Ic,Podes hablar más de corrido? Es un tanto desesperante escucharte
60,UgwNhORTnHB98pmeiC94AaABAg,LzTYJjG_2Ic,Yo vine porque hoy es 21 de Abril y me fascina la historia :)
61,Ugxwc76mfis8SAOprd54AaABAg,LzTYJjG_2Ic,A los que le dieron esto por tarea emoji_expressionless_face  emoji_face_with_rolling_eyes  emoji_grinning_face_with_big_eyes 
62,UgyKGOmwDsazlcGvc4x4AaABAg,LzTYJjG_2Ic,"Muchas gracias,por la información,saludos."
63,UgwWKET98TkGlxXpv-l4AaABAg,LzTYJjG_2Ic,aguanten los que vinimos x la tarea jajaja:)
64,UgwWKET98TkGlxXpv-l4AaABAg.9M51HcL-Gpg9MJSFPk4mi4,UgwWKET98TkGlxXpv-l4AaABAg,jajajjaj ya ves
65,Ugy58P9zDwmpH2pth6p4AaABAg,LzTYJjG_2Ic,xd
66,UgxazwFMmFxi2Mfrerd4AaABAg,LzTYJjG_2Ic,a quien le mandaron esta tarea levante la mano emoji_raised_back_of_hand 
67,UgynRdZDdra8r1G7Psd4AaABAg,LzTYJjG_2Ic,"muy interesante, no conocia la historia de romulo y remo.."
68,UgyUHcgOuYHbZdDImfN4AaABAg,LzTYJjG_2Ic,"En la antigua Roma la palabra loba su sinonimo era prostituta emoji_face_with_monocle es decir que no fue una loba, sino una prostituta que la encontro"
69,UgxxJnGHtVsnNQdN_xx4AaABAg,LzTYJjG_2Ic,Vine a verlo por voluntad propia jajaja
70,UgxxJnGHtVsnNQdN_xx4AaABAg.9Imf6bFG4Zr9fusClYSOwb,UgxxJnGHtVsnNQdN_xx4AaABAg,Jaja ami me toca xk tengo una evaluación de esto pa mañana jaja
71,UgxxJnGHtVsnNQdN_xx4AaABAg.9Imf6bFG4Zr9apDjomEP8k,UgxxJnGHtVsnNQdN_xx4AaABAg,si
72,UgxxJnGHtVsnNQdN_xx4AaABAg.9Imf6bFG4Zr9X485hohYOZ,UgxxJnGHtVsnNQdN_xx4AaABAg,No te creo estás estudiando derecho Romano  emoji_face_with_hand_over_mouth  emoji_face_with_hand_over_mouth  emoji_face_with_hand_over_mouth  emoji_rolling_on_the_floor_laughing  emoji_rolling_on_the_floor_laughing  emoji_rolling_on_the_floor_laughing 
73,UgxxJnGHtVsnNQdN_xx4AaABAg.9Imf6bFG4Zr9UKFsjLbjGz,UgxxJnGHtVsnNQdN_xx4AaABAg,Gente con cultura... No como yo que vine por tarea jajajaja
74,UgxxJnGHtVsnNQdN_xx4AaABAg.9Imf6bFG4Zr9Qq8np-nA47,UgxxJnGHtVsnNQdN_xx4AaABAg,Ese es un verdadero hombre
75,UgwJOpBSpMw7TNVZbqN4AaABAg,LzTYJjG_2Ic,¿que habria pasado si Remo nunca hubiera desafiado a su hermano y por ende no hubiera muerto?
76,UgyYYaoGun7OcRIZSAZ4AaABAg,LzTYJjG_2Ic,Tengo 27 años y no vine por la tarea ajajajaja pero que bueno que los alumnos  hagan sus deberes!
77,UgyYYaoGun7OcRIZSAZ4AaABAg.9HiL7KL0EWi9USvwsUfSzd,UgyYYaoGun7OcRIZSAZ4AaABAg,No.
78,Ugx1XuhP9ag7zQFZFr14AaABAg,LzTYJjG_2Ic,jaja me mandaron esto para hacer una tarea :(
79,UgzkPrrbjO4YRjTKPXV4AaABAg,LzTYJjG_2Ic,Gracias creo que no me llevo la materia
80,Ugz8NQfsfJIocN6IjJN4AaABAg,LzTYJjG_2Ic,Like si les mandaron a ver este video x tarea jajjajjaja :(    XD
81,Ugz8NQfsfJIocN6IjJN4AaABAg.9GDR3HtUkSa9I1XnTIFnEq,Ugz8NQfsfJIocN6IjJN4AaABAg,xD
82,Ugz8NQfsfJIocN6IjJN4AaABAg.9GDR3HtUkSa9I1Xmvx2LO9,Ugz8NQfsfJIocN6IjJN4AaABAg,y dislike si no?
83,UgzbXLwYYsn9hBo2prF4AaABAg,LzTYJjG_2Ic,"Luperca,  emperadora de roma, au au aaauuuu emoji_wolf "
84,UgxdEdDLWgPBTh7MGCd4AaABAg,LzTYJjG_2Ic, emoji_victory_hand  emoji_victory_hand  emoji_victory_hand  emoji_victory_hand  emoji_victory_hand 
85,UgwrXJ06PRFfSjzbVyN4AaABAg,LzTYJjG_2Ic,Alguien m resume todo esto? dea
86,Ugz9Q-2KpLch6wzTNs54AaABAg,LzTYJjG_2Ic,Muy didactico
87,UgyLJUlI9mDLCuM_liB4AaABAg,LzTYJjG_2Ic,Sólo con ver lo que dura ya me quiero matar ;-;
88,UgyW5aVLJWF7HvuxuYd4AaABAg,LzTYJjG_2Ic,likes si sos del colegio superior victoria por la tarea.
89,UgwrHi2M4iPUUSayfJN4AaABAg,LzTYJjG_2Ic,"(Dale like y sigan con la cancion a este comentario porfavor se les agradece , se me ocurrio esta idea  quiero que ustedes lo hagan conmigo :D)Me miro ya la mire :>Me sonfio y le sonrei :>Y  yo la invite a bailar :>Y ELLA ME DIJO QUE ::C , responda re like , me lo merezco papu :V , laik si conosces y amas a MIKECRACK , :V , ya no te cuesta dame like >:v ,bueno adios os odio a todos :D EDIT :  por like dire gracias. GRACIASEDIT:  por like dire gracias. GRACIASEDIT: por like dire gracias. GRACIASEDIT: por like dire gracias. GRACIAS"
90,UgwFfEwwsqPbJM4f_Ft4AaABAg,LzTYJjG_2Ic,"Todos los videos que nos mandan a ver en nuestros colegios o escuelas :V , pero siempre son aburridos :b , pero este si esplica bien el carnal :O , gracias explicas super bro  emoji_thumbs_up  emoji_thumbs_up  emoji_thumbs_up  emoji_thumbs_up "
91,UgyRQlZEAQbRD1xfLGF4AaABAg,LzTYJjG_2Ic,"Estimado administrador de ""El Edén de los Cínicos"":* deseo saber datos sobre la historia desde la llegada de Eneas al llegar al Lacio hasta Rea Silvia, y el origen del nombre de Roma, así como los pueblos existentes en la península a la llegada de los troyanos. Gracias."
92,UgwM8dzhXFQGS6KUr_14AaABAg,LzTYJjG_2Ic,me mando la profe saludos
93,UgxRWaOK0fPXVQ6gFOV4AaABAg,LzTYJjG_2Ic,Gracias me re sirvio . Saludoa desde Argentina
94,Ugyq5V5jzRuEyAn2KEV4AaABAg,LzTYJjG_2Ic,Hola me pueden ayudar a como se llama la lova que salvó a dos niños
95,Ugyq5V5jzRuEyAn2KEV4AaABAg.9Dulp5uHA8x9cKBI1xU89C,Ugyq5V5jzRuEyAn2KEV4AaABAg,Luperca
96,UgxINKqOKXk-nGBPhR94AaABAg,LzTYJjG_2Ic,Esto es un material excelente! gracias por la información.
97,UgxINKqOKXk-nGBPhR94AaABAg.9Dkxtsb7Azr9FPF-DhW7Bz,UgxINKqOKXk-nGBPhR94AaABAg,nerd ajjajajajajajajja yo vine por la puta tarea
98,Ugys18uDFRhMq-iUKLV4AaABAg,LzTYJjG_2Ic,"Vine a ver en que momento sahory le decia a senseya que ya dejaran en paz a los caballeros dorados, pero termine viendo la historia de una loba y dos carnales que heredaron la maldad de otros dos carnales"
99,Ugys18uDFRhMq-iUKLV4AaABAg.9Dgyusq0Nrk9gPittX3ibf,Ugys18uDFRhMq-iUKLV4AaABAg,Jajajajajaajaj fue Saga y Gemenis broder
100,Ugys18uDFRhMq-iUKLV4AaABAg.9Dgyusq0Nrk9Eh1vIYM02Z,Ugys18uDFRhMq-iUKLV4AaABAg,re si X 2 xd
101,UgxklWzySICLvqLYr7t4AaABAg,LzTYJjG_2Ic,:v
102,UgyfSCK85redtEO2EOV4AaABAg,LzTYJjG_2Ic,da mucha explicacion y es interesante
103,Ugw5T6tykRvZrYKtFHB4AaABAg,LzTYJjG_2Ic,La mayoría vino por tarea :'(
104,Ugw5T6tykRvZrYKtFHB4AaABAg.9D76I1ue6Ll9OYbBob-5-J,Ugw5T6tykRvZrYKtFHB4AaABAg,._.
105,Ugw5T6tykRvZrYKtFHB4AaABAg.9D76I1ue6Ll9MJPvBP-2jO,Ugw5T6tykRvZrYKtFHB4AaABAg,si haahhaaha
106,Ugw5T6tykRvZrYKtFHB4AaABAg.9D76I1ue6Ll9D76QlBPuu0,Ugw5T6tykRvZrYKtFHB4AaABAg,puede ser :(
107,UgwHOWcT3nHfCrUjYZl4AaABAg,LzTYJjG_2Ic,Like si viniste porque te dejaron de tarea esto x'd
108,Ugxlc81SClkJiVzzv7t4AaABAg,LzTYJjG_2Ic,ami me enviaron para ver el video  de tarea xd
109,UgwkLD7JRqFYozEg2U94AaABAg,LzTYJjG_2Ic,Me mandaron a ver este vídeo por tarea
110,UgyKXgoeId2I_JzFbkF4AaABAg,LzTYJjG_2Ic,like si lo ves en 2020 xDDDD
111,UgyMouq03Xj-ekjGdLB4AaABAg,LzTYJjG_2Ic,likesi sos un pelotudo
112,UgzgefL0k5bQgL1G5Z94AaABAg,LzTYJjG_2Ic,Muy buen relato sobre la historia de Roma !!  emoji_thumbs_up 
113,Ugz8oLFVvilJ-GZ5mD94AaABAg,LzTYJjG_2Ic,tareas?!!!alguien mas viendo por tarea.
114,Ugz8oLFVvilJ-GZ5mD94AaABAg.9BE5peJaua_9OYb5oGBcoy,Ugz8oLFVvilJ-GZ5mD94AaABAg,a nadie le importa  emoji_loudly_crying_face  emoji_raised_hand 
115,Ugz8oLFVvilJ-GZ5mD94AaABAg.9BE5peJaua_9N9OCQ53ywv,Ugz8oLFVvilJ-GZ5mD94AaABAg,A mi
116,Ugz8oLFVvilJ-GZ5mD94AaABAg.9BE5peJaua_9Me6bYTCbxM,Ugz8oLFVvilJ-GZ5mD94AaABAg,iiioooo
117,Ugz8oLFVvilJ-GZ5mD94AaABAg.9BE5peJaua_9Jup6UAUHf7,Ugz8oLFVvilJ-GZ5mD94AaABAg,Yo
118,Ugz8oLFVvilJ-GZ5mD94AaABAg.9BE5peJaua_9JdBa453OBH,Ugz8oLFVvilJ-GZ5mD94AaABAg,Yo  emoji_loudly_crying_face  emoji_loudly_crying_face  emoji_loudly_crying_face  emoji_loudly_crying_face  emoji_downcast_face_with_sweat  emoji_downcast_face_with_sweat  emoji_downcast_face_with_sweat 
119,Ugz8oLFVvilJ-GZ5mD94AaABAg.9BE5peJaua_9JYt9bidK5q,Ugz8oLFVvilJ-GZ5mD94AaABAg,si yo soy la misma vaina con las tareas
120,Ugz8oLFVvilJ-GZ5mD94AaABAg.9BE5peJaua_9GXLcmH3khh,Ugz8oLFVvilJ-GZ5mD94AaABAg,Yo :v
121,Ugz8oLFVvilJ-GZ5mD94AaABAg.9BE5peJaua_9BE5rd6YMjk,Ugz8oLFVvilJ-GZ5mD94AaABAg,:V
122,UgwGS9HYWhaFzCsYeIp4AaABAg,LzTYJjG_2Ic,y yo viendo esto porq voya ver este tema en este periodo del colegio :v buen video :3
123,Ugyu5g4E-zoo06__Tep4AaABAg,LzTYJjG_2Ic,Por qué habla tan entrecortado? Todo...      el....      tiempo....       habla ....      así...       por ...       qué...       Alguien.... .     .. sabe? Funciona mejor a velocidad 1.5
124,UgxMouFqrtOX72dRD0x4AaABAg,LzTYJjG_2Ic,A quien más le mandaron el vídeo por tarea jajajaja Efe!:(
125,UgxMouFqrtOX72dRD0x4AaABAg.9ArsXmBLYIJ9Fm3TUu_1kD,UgxMouFqrtOX72dRD0x4AaABAg,A mi jsjsj
126,UgxMouFqrtOX72dRD0x4AaABAg.9ArsXmBLYIJ9D73iXA3XIh,UgxMouFqrtOX72dRD0x4AaABAg,rayos ami también :( XD
127,UgxMouFqrtOX72dRD0x4AaABAg.9ArsXmBLYIJ9D3gdrpPHDN,UgxMouFqrtOX72dRD0x4AaABAg,a mi xd
128,Ugxaqs7RD0LM55eM69J4AaABAg,LzTYJjG_2Ic,aqui lo que hay es material pa una serie
129,Ugwoq8NklwnsdeqNrs54AaABAg,LzTYJjG_2Ic,y que pasa que hollywood no ha hecho pelicula de estos personajes
130,Ugw3zr5oBGArDj6eVfJ4AaABAg,LzTYJjG_2Ic,Yo vine por una tare -3- pero buen video
131,UgxgGB6u5aWsCws3RJR4AaABAg,LzTYJjG_2Ic,"Es así cómo los latinos tenemos orígenes divinos y nuestros ancestros son héroes. Rómulo y Remo, Ascanio, Eneas, Marte y Afrodita."
132,UgzAY6-Fvd5BAHzkoDp4AaABAg,LzTYJjG_2Ic,yo solo vi este video por tarea xd
133,UgwckNUfBfCMRd1PPv54AaABAg,LzTYJjG_2Ic,Buah como os la habeis sacado poniendo el texto también
134,UgxHZiLxu3RC2IRX_gl4AaABAg,LzTYJjG_2Ic,Vine a ver si en verdad Hestia había salvado a Luperca.
135,UgxHZiLxu3RC2IRX_gl4AaABAg.991SMjds0FP9BVfAwSDBGO,UgxHZiLxu3RC2IRX_gl4AaABAg,nos mintieron?
136,UgxHZiLxu3RC2IRX_gl4AaABAg.991SMjds0FP9BOSQCKYmZM,UgxHZiLxu3RC2IRX_gl4AaABAg,Yo también vine a eso xD
137,UgxHZiLxu3RC2IRX_gl4AaABAg.991SMjds0FP9AkIZm9guoM,UgxHZiLxu3RC2IRX_gl4AaABAg,Creo que te confundiste
138,UgykLOTjfeFQMqO8OKd4AaABAg,LzTYJjG_2Ic,Soy Estudiante de la Carrera de Derecho .Y estoy viendo Derecho Romano .1. Monarquia o periodo Arcaico.2. República3. Imperio Romano ( Alto y Bajo imperio).Estoy en el cursus honorum.De los. Patricios y plebeyos.Saludos desde Santiago de Chile.
139,UgykLOTjfeFQMqO8OKd4AaABAg.990YLoikp2a9Ak8XsF4bjN,UgykLOTjfeFQMqO8OKd4AaABAg,Mí loco eso ta jevi pero no te pregunté mp3
140,UgxA088j3WfZyREMER14AaABAg,LzTYJjG_2Ic,Luke si estás mirando esto por tarea
141,Ugz6Ul9Y3BuNfNrHx8p4AaABAg,LzTYJjG_2Ic,Denle Like o si no van hacer ignorantes i
142,UgypX9DpewVg2sMNrXV4AaABAg,LzTYJjG_2Ic,"Una pregunta, disculpa: Roma se fundó despues de asesinara  Remo o antes?"
143,UgypX9DpewVg2sMNrXV4AaABAg.98ox3Ne9Tuf98tP3RofZHe,UgypX9DpewVg2sMNrXV4AaABAg,Después
144,Ugw_eAauyGjIvZ6y2L14AaABAg,LzTYJjG_2Ic,Pascua y rodri deberían aser un roon de estos
145,UgwZIdQH4iUXEhFxJFJ4AaABAg,LzTYJjG_2Ic,Jajaja vengo por PascuY Rodrie
146,UgzVMvH9DxyD0oQcQ454AaABAg,LzTYJjG_2Ic,HESTIA Pascu y Rodri  :V DLH
147,UgzVMvH9DxyD0oQcQ454AaABAg.98ns9qKkL_q9EvqUfIS4bY,UgzVMvH9DxyD0oQcQ454AaABAg,A bueno adiós master desaparece
148,Ugxh4O5IrLuYvBNXLXV4AaABAg,LzTYJjG_2Ic, emoji_musical_notes   emoji_musical_notes  Ah una moza fue a salvaaaar y sus bebés tiempo después fundan una gran ciudad  emoji_musical_notes  emoji_musical_notes HESTIA!!!
149,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9Ifnnazefkm,Ugxh4O5IrLuYvBNXLXV4AaABAg,@Edwin Raymundo Delgadillo Orozco a quien?
150,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9HxMYWhCJAD,Ugxh4O5IrLuYvBNXLXV4AaABAg,Aprende a escribir
151,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9EvprM5XTZ5,Ugxh4O5IrLuYvBNXLXV4AaABAg,@Rhodey me gusta tu  foto de perfil xd
152,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9EipYf2R-pP,Ugxh4O5IrLuYvBNXLXV4AaABAg,yo tmb vine por ese video
153,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9D7_62BkWgp,Ugxh4O5IrLuYvBNXLXV4AaABAg,​@albert xde estas por la tarea de cc.ss verda xd
154,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9D3sOzfc1E_,Ugxh4O5IrLuYvBNXLXV4AaABAg,@albert xde xd
155,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9D2i2PuihNN,Ugxh4O5IrLuYvBNXLXV4AaABAg,@Mijae tu callate :v
156,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9D1v_85Z1Bd,Ugxh4O5IrLuYvBNXLXV4AaABAg,@albert xde wey que haces aqui
157,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9D11IttobWi,Ugxh4O5IrLuYvBNXLXV4AaABAg,porfin alguien de cultura :v
158,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_9B-JC47rc9U,Ugxh4O5IrLuYvBNXLXV4AaABAg,@Lalinski06 pero solo romulo por que mato a su hermano...
159,Ugxh4O5IrLuYvBNXLXV4AaABAg.98geExHDPC_98hVNyyAtvO,Ugxh4O5IrLuYvBNXLXV4AaABAg,ROOOOMAAAA
160,UgwIfg_5jyTEcSpiTgB4AaABAg,LzTYJjG_2Ic,Braulito no sea asi :(
161,UgylW4VuqRwMw2Cap894AaABAg,LzTYJjG_2Ic,Like si veniste por hestia de pascu y rodri
162,UgylW4VuqRwMw2Cap894AaABAg.98bLskaCHHt9FqUH7YkAGG,UgylW4VuqRwMw2Cap894AaABAg,Fundan una gran ciudaaad ¡ROOOOOOOMA!
163,UgylW4VuqRwMw2Cap894AaABAg.98bLskaCHHt9Evo6N6cfLZ,UgylW4VuqRwMw2Cap894AaABAg,Ya iba a comentar eso xd y vine por una tarea :u
164,UgylW4VuqRwMw2Cap894AaABAg.98bLskaCHHt9Eip_sy2ElK,UgylW4VuqRwMw2Cap894AaABAg,no te doy like pero si vine por eso
165,UgylW4VuqRwMw2Cap894AaABAg.98bLskaCHHt9BzsVx1sMwi,UgylW4VuqRwMw2Cap894AaABAg,Si lo mencionaron fundaron la gran ciudad romaaaYo ya sabía del rema
166,UgylW4VuqRwMw2Cap894AaABAg.98bLskaCHHt99a0KcbklEy,UgylW4VuqRwMw2Cap894AaABAg,Yo sii
167,UgylW4VuqRwMw2Cap894AaABAg.98bLskaCHHt990NDz4EmLN,UgylW4VuqRwMw2Cap894AaABAg,No.
168,UgzbVnGZTabsHlXhRPt4AaABAg,LzTYJjG_2Ic,Like si veniste por pascu y rodri
